2026-02-24 10:53:32,333 | DEBUG | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2026-02-24 10:53:32,333 | DEBUG | PIL.PngImagePlugin | STREAM b'pHYs' 41 9
2026-02-24 10:53:32,333 | DEBUG | PIL.PngImagePlugin | STREAM b'sRGB' 62 1
2026-02-24 10:53:32,334 | DEBUG | PIL.PngImagePlugin | STREAM b'gAMA' 75 4
2026-02-24 10:53:32,334 | DEBUG | PIL.PngImagePlugin | STREAM b'IDAT' 91 6286
2026-02-24 10:53:34,154 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): api.github.com:443
2026-02-24 10:53:34,964 | DEBUG | urllib3.connectionpool | https://api.github.com:443 "GET /repos/NefilimPL/PDS-Generator_from_excel/commits/MAIN HTTP/1.1" 200 None
2026-02-24 10:54:14,435 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): login.microsoftonline.com:443
2026-02-24 10:54:15,071 | DEBUG | urllib3.connectionpool | https://login.microsoftonline.com:443 "POST /2f91b825-8750-460f-baf9-6529335a23a8/oauth2/v2.0/token HTTP/1.1" 200 2052
2026-02-24 10:54:17,468 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): graph.microsoft.com:443
2026-02-24 10:54:18,091 | DEBUG | urllib3.connectionpool | https://graph.microsoft.com:443 "POST /v1.0/users/k.bober@vivaldimeble.pl/sendMail HTTP/1.1" 400 None
