2026-02-27 10:25:00,179 | INFO | root | Headless run started. Log: C:\_GitHub_\PDS-Generator_from_excel\logs\pds_headless_20260227_102500.txt
2026-02-27 10:25:00,179 | INFO | root | Config: C:\Users\k.bober\AppData\Roaming\PDS Generator\config.json
2026-02-27 10:25:00,187 | INFO | root | Excel: G:/04_OFERTA/07 OFERTA EAN/PDS Generator/LISTA_DANYCH_PDS.xlsx
2026-02-27 10:25:01,110 | INFO | root | Indeks obrazów (headless): 40019/40019 plików
2026-02-27 10:25:01,111 | INFO | root | Counts: rows=9 tasks=None processed=None skipped=None
2026-02-27 10:25:01,719 | INFO | pds_generator.gui.pdf_export | Tracking mode=excel; tracked_columns=57; cache_rows=0; excel_rows=0; changed_rows=0/9
2026-02-27 10:25:01,768 | INFO | root | Counts: rows=9 tasks=1 processed=0 skipped=8
2026-02-27 10:25:01,768 | DEBUG | root | Progress indeterminate: False
2026-02-27 10:25:01,768 | INFO | root | Status: Sprawdzanie danych i generowanie PDF...
2026-02-27 10:25:01,769 | INFO | root | Generation started. Waiting for completion...
2026-02-27 10:25:01,770 | INFO | root | Status: Aktualizacja indeksu obrazów...
2026-02-27 10:25:02,053 | INFO | root | Status: Aktualizacja indeksu obrazów: 40019/40019 plików
2026-02-27 10:25:02,064 | INFO | root | Status: Sprawdzanie danych i generowanie PDF...
2026-02-27 10:25:02,530 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): xml.wipmebgroup.pl:443
2026-02-27 10:25:03,081 | DEBUG | urllib3.connectionpool | https://xml.wipmebgroup.pl:443 "HEAD /img/5904804578428_08.jpg HTTP/1.1" 200 0
2026-02-27 10:25:03,084 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): xml.wipmebgroup.pl:443
2026-02-27 10:25:03,597 | DEBUG | urllib3.connectionpool | https://xml.wipmebgroup.pl:443 "HEAD /img/5904804578428_03.jpg HTTP/1.1" 200 0
2026-02-27 10:25:03,603 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): xml.wipmebgroup.pl:443
2026-02-27 10:25:04,136 | DEBUG | urllib3.connectionpool | https://xml.wipmebgroup.pl:443 "HEAD /img/5904804578428_15.jpg HTTP/1.1" 200 0
2026-02-27 10:25:04,138 | INFO | root | Counts: rows=None tasks=0 processed=0 skipped=9
2026-02-27 10:25:04,138 | WARNING | pds_generator.gui.pdf_export | Detected data quality warnings: 4 (sample: Wiersz 2: PDS_DANE:VOLUME 4 ma wartość 0 (<= 0) i jest oznaczone na czerwono., Wiersz 2: PDS_DANE:VOLUME 5 ma wartość 0 (<= 0) i jest oznaczone na czerwono., Wiersz 2: PDS_DANE:VOLUME 6 ma wartość 0 (<= 0) i jest oznaczone na czerwono.)
2026-02-27 10:25:04,138 | WARNING | pds_generator.gui.pdf_export | Data warning: Wiersz 2: PDS_DANE:VOLUME 4 ma wartość 0 (<= 0) i jest oznaczone na czerwono.
2026-02-27 10:25:04,139 | WARNING | pds_generator.gui.pdf_export | Data warning: Wiersz 2: PDS_DANE:VOLUME 5 ma wartość 0 (<= 0) i jest oznaczone na czerwono.
2026-02-27 10:25:04,139 | WARNING | pds_generator.gui.pdf_export | Data warning: Wiersz 2: PDS_DANE:VOLUME 6 ma wartość 0 (<= 0) i jest oznaczone na czerwono.
2026-02-27 10:25:04,139 | WARNING | pds_generator.gui.pdf_export | Data warning: Pominięto 1 plik PDF z powodu brakujących obrazów (utworzenie: 1, aktualizacja: 0, wiersze: 2).
2026-02-27 10:25:04,139 | INFO | root | Finished: Brak zmian
2026-02-27 10:25:04,140 | WARNING | root | WARNING: Uwaga - Nie wygenerowano nowych plików PDF, ponieważ pominięto zadania z brakującymi obrazami. Szczegóły znajdziesz w raporcie i logach.
2026-02-27 10:25:04,140 | INFO | root | Generation completion callback reached. Mail enabled=True status=no_changes
2026-02-27 10:25:04,142 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): login.microsoftonline.com:443
2026-02-27 10:25:04,918 | DEBUG | urllib3.connectionpool | https://login.microsoftonline.com:443 "POST /2f91b825-8750-460f-baf9-6529335a23a8/oauth2/v2.0/token HTTP/1.1" 200 2059
2026-02-27 10:25:04,921 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): graph.microsoft.com:443
2026-02-27 10:25:05,664 | DEBUG | urllib3.connectionpool | https://graph.microsoft.com:443 "POST /v1.0/users/k.bober@vivaldimeble.pl/sendMail HTTP/1.1" 202 0
2026-02-27 10:25:05,665 | INFO | pds_generator.gui.mailer | Generation report email sent to k.bober@wipmeb.pl
2026-02-27 10:25:05,665 | INFO | root | Mail report sent.
2026-02-27 10:25:05,667 | INFO | root | Finished without errors.
