2026-02-26 15:28:43,089 | DEBUG | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2026-02-26 15:28:43,090 | DEBUG | PIL.PngImagePlugin | STREAM b'pHYs' 41 9
2026-02-26 15:28:43,090 | DEBUG | PIL.PngImagePlugin | STREAM b'sRGB' 62 1
2026-02-26 15:28:43,090 | DEBUG | PIL.PngImagePlugin | STREAM b'gAMA' 75 4
2026-02-26 15:28:43,090 | DEBUG | PIL.PngImagePlugin | STREAM b'IDAT' 91 6286
2026-02-26 15:28:47,162 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): api.github.com:443
2026-02-26 15:28:48,248 | DEBUG | urllib3.connectionpool | https://api.github.com:443 "GET /repos/NefilimPL/PDS-Generator_from_excel/commits/MAIN HTTP/1.1" 200 1823
2026-02-26 15:28:48,254 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): raw.githubusercontent.com:443
2026-02-26 15:28:49,086 | DEBUG | urllib3.connectionpool | https://raw.githubusercontent.com:443 "GET /NefilimPL/PDS-Generator_from_excel/MAIN/VERSION HTTP/1.1" 200 27
2026-02-26 15:28:58,018 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): login.microsoftonline.com:443
2026-02-26 15:28:58,936 | DEBUG | urllib3.connectionpool | https://login.microsoftonline.com:443 "POST /2f91b825-8750-460f-baf9-6529335a23a8/oauth2/v2.0/token HTTP/1.1" 200 2053
2026-02-26 15:28:58,939 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): graph.microsoft.com:443
2026-02-26 15:28:59,823 | DEBUG | urllib3.connectionpool | https://graph.microsoft.com:443 "POST /v1.0/users/k.bober@vivaldimeble.pl/sendMail HTTP/1.1" 400 None
2026-02-26 15:29:04,827 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): login.microsoftonline.com:443
2026-02-26 15:29:05,702 | DEBUG | urllib3.connectionpool | https://login.microsoftonline.com:443 "POST /2f91b825-8750-460f-baf9-6529335a23a8/oauth2/v2.0/token HTTP/1.1" 200 2052
2026-02-26 15:29:05,705 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): graph.microsoft.com:443
2026-02-26 15:29:06,975 | DEBUG | urllib3.connectionpool | https://graph.microsoft.com:443 "POST /v1.0/users/k.bober@vivaldimeble.pl/sendMail HTTP/1.1" 202 0
2026-02-26 15:29:06,979 | INFO | pds_generator.gui.mailer | Test email sent to k.bober@wipmeb.pl
